Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Recovery and Sweep Efficiency in a Cross-Sectional Problem of Immiscible Displacement with Gravity Override and Capillary Imbibition,Transport in Porous Media,,,,10.1007/s11242-024-02119-3,Anna ChernovaAndrey Afanasyev,2024,https://link.springer.com/article/10.1007/s11242-024-02119-3,Article
Cross-Scale Prediction Model of Oxygen Diffusion in Concrete Under Dry Conditions,Transport in Porous Media,,,,10.1007/s11242-024-02116-6,Chuanye SuJun XuWei SheChuanqing Fu,2024,https://link.springer.com/article/10.1007/s11242-024-02116-6,Article
Influence of Local Aperture Heterogeneity on Invading Fluid Connectivity During Rough Fracture Drainage,Transport in Porous Media,,,,10.1007/s11242-024-02117-5,Tomos PhillipsTom BultreysJeroen Van StappenKamaljit SinghSahyuo Achuo DzeStefanie Van OffenwertBen CallowMostafa BorjiErik Clemens BoersheimVladimir NovakChristian M. SchlepützVeerle CnuddeFlorian DosterAndreas Busch,2024,https://link.springer.com/article/10.1007/s11242-024-02117-5,Article
Pore-Scale Simulation of Interphase Multicomponent Mass Transfer Using a Non-Newtonian Model,Transport in Porous Media,,,,10.1007/s11242-024-02115-7,Alínia Rodrigues dos SantosMatheus da Cunha BritoManoel Silvino Batalha de Araujo,2024,https://link.springer.com/article/10.1007/s11242-024-02115-7,Article
Investigation of the Filling of a Spherical Pore Body with a Nonwetting Fluid: A Modeling Approach and Computational Fluid Dynamics analysis,Transport in Porous Media,,,,10.1007/s11242-024-02114-8,Amgad SalamaJisheng KouShuyu SunMahmoud Hefny,2024,https://link.springer.com/article/10.1007/s11242-024-02114-8,Article
Transient Flow in Porous Electrosprays,Transport in Porous Media,,,,10.1007/s11242-024-02113-9,Peter L. WrightRichard E. Wirz,2024,https://link.springer.com/article/10.1007/s11242-024-02113-9,Article
Assessment of Models for Nonlinear Oscillatory Flow Through a Hexagonal Sphere Pack,Transport in Porous Media,,,,10.1007/s11242-024-02110-y,Lukas UnglehrtMichael Manhart,2024,https://link.springer.com/article/10.1007/s11242-024-02110-y,Article
Pore-Scale Simulation for the Fully-Developed Flow Through a Fixed-Bed Reactor Regularly Packed with Mono-Sized Spheres with Extension to Random Packing,Transport in Porous Media,,,,10.1007/s11242-024-02100-0,Liang-Ching ChengShwin-Chung Wong,2024,https://link.springer.com/article/10.1007/s11242-024-02100-0,Article
Image-Based Multi-scale Reconstruction of Unresolved Microporosity in 3D Heterogeneous Rock Digital Twins Using Cross-Correlation Simulation and Watershed Algorithm,Transport in Porous Media,,,,10.1007/s11242-024-02111-x,Abolfazl MoslemipourSaeid SadeghnejadFrieder EnzmannDavood KhoozanSarah HupferThorsten SchäferMichael Kersten,2024,https://link.springer.com/article/10.1007/s11242-024-02111-x,Article
One-Dimensional Consolidation Modeling of Soil Surrounding Buried Geothermal Pipelines: Incorporating Heat Diffusion Processes,Transport in Porous Media,,,,10.1007/s11242-024-02108-6,Lulu ZhangYunpeng ZhangYi TianZongqin WangGuosheng JiangMinjie WenM. Hesham El NaggarWenbing Wu,2024,https://link.springer.com/article/10.1007/s11242-024-02108-6,Article
A New Derivation for the Apparent Permeability Model Applied to the Full Knudsen Number Range,Transport in Porous Media,,,,10.1007/s11242-024-02112-w,Bocai JiangQianhua XiaoRui ShenZhongpei Ding,2024,https://link.springer.com/article/10.1007/s11242-024-02112-w,Article
Foam-Assisted Hydrocarbon Gas Injection in Oil-Wet Fractured Carbonate: In Situ Investigation of Fracture–Matrix Interactions,Transport in Porous Media,,,,10.1007/s11242-024-02107-7,Alvinda Sri HanamertaniAbdelhalim Ibrahim MohamedSoheil SarajiMohammad Piri,2024,https://link.springer.com/article/10.1007/s11242-024-02107-7,Article
Quantitative Characterization and Analysis of Multiple Fracture Structures from Original Coal and Tectonic Coal by μCT,Transport in Porous Media,,,,10.1007/s11242-024-02109-5,Changxin ZhaoYuanping ChengChenghao WangKaizhong Zhang,2024,https://link.springer.com/article/10.1007/s11242-024-02109-5,Article
Direct Pore-Scale Comparison of Solute Transport in Saturated and Unsaturated Porous Media Using Fast Micro-Computed Tomography,Transport in Porous Media,,,,10.1007/s11242-024-02104-w,Stefanie Van OffenwertVeerle CnuddeSharon EllmanTom Bultreys,2024,https://link.springer.com/article/10.1007/s11242-024-02104-w,Article
Theoretical Analysis of Klinkenberg Correction of Permeability Measurement of Micro/Nanoporous Media,Transport in Porous Media,,,,10.1007/s11242-024-02105-9,Zhiguo TianMingbao ZhangMoran Wang,2024,https://link.springer.com/article/10.1007/s11242-024-02105-9,Article
The Impact of Wettability on the Co-moving Velocity of Two-Fluid Flow in Porous Media,Transport in Porous Media,,,,10.1007/s11242-024-02102-y,Fatimah AlzubaidiJames E. McClureHåkon PedersenAlex HansenCarl Fredrik BergPeyman MostaghimiRyan T. Armstrong,2024,https://link.springer.com/article/10.1007/s11242-024-02102-y,Article
Sliced Wasserstein Distance-Guided Three-Dimensional Porous Media Reconstruction Based on Cycle-Consistent Adversarial Network and Few-Shot Learning,Transport in Porous Media,,,,10.1007/s11242-024-02099-4,Mingyang WangEnzhi WangXiaoli LiuCongcong Wang,2024,https://link.springer.com/article/10.1007/s11242-024-02099-4,Article
An Efficient Method to Compute Capillary Pressure Functions and Saturation-Dependent Permeabilities in Porous Domains Spanning Several Length Scales,Transport in Porous Media,,,,10.1007/s11242-024-02096-7,Dominik BeckerKonrad SteinerStefan Rief,2024,https://link.springer.com/article/10.1007/s11242-024-02096-7,Article
Evaporation with Salt Crystallization in Capillaries of Different Cross Sections,Transport in Porous Media,,,,10.1007/s11242-024-02106-8,Li DongShuiqing LiuGuanhua HuangYunwu Xiong,2024,https://link.springer.com/article/10.1007/s11242-024-02106-8,Article
Flow Through Star-Shaped Cracks Filled with a Porous Medium,Transport in Porous Media,,,,10.1007/s11242-024-02101-z,C. Y. Wang,2024,https://link.springer.com/article/10.1007/s11242-024-02101-z,Article
Novel Modeling of Non-Isothermal Flow-Induced Fine Particle Migration in Porous Media Based on the Derjaguin-Landau-Verwey-Overbeek Theory,Transport in Porous Media,,,,10.1007/s11242-024-02103-x,Xinle ZhaiKamelia Atefi-Monfared,2024,https://link.springer.com/article/10.1007/s11242-024-02103-x,Article
IORSim: A Mathematical Workflow for Field-Scale Geochemistry Simulations in Porous Media,Transport in Porous Media,,,,10.1007/s11242-024-02094-9,Felix FeldmannOddbjørn NødlandJan SagenBørre AntonsenTerje SiraJan Ludvig VinninglandRobert MoeAksel Hiorth,2024,https://link.springer.com/article/10.1007/s11242-024-02094-9,Article
Computing Relative Permeability and Capillary Pressure of Heterogeneous Rocks Using Realistic Boundary Conditions,Transport in Porous Media,,,,10.1007/s11242-024-02092-x,AbdAllah A. YoussefQi ShaoS. K. Matthäi,2024,https://link.springer.com/article/10.1007/s11242-024-02092-x,Article
Imperfectly Impermeable Boundaries and Variable Viscosity Perspectives on the Stability of Natural Convection in  a&#xa0;Vertical Porous Layer,Transport in Porous Media,,,,10.1007/s11242-024-02098-5,B. M. ShankarI. S. Shivakumara,2024,https://link.springer.com/article/10.1007/s11242-024-02098-5,Article
Upscaling and Effective Behavior for Two-Phase Porous-Medium Flow Using a Diffuse Interface Model,Transport in Porous Media,,,,10.1007/s11242-024-02097-6,Mathis KelmCarina BringedalBernd Flemisch,2024,https://link.springer.com/article/10.1007/s11242-024-02097-6,Article
Electrical Tortuosity in Nanostructured Mesoporous Silica Powder and Nanocomposite Membranes,Transport in Porous Media,,,,10.1007/s11242-024-02095-8,Dessie Belay Emrie,2024,https://link.springer.com/article/10.1007/s11242-024-02095-8,Article
In Situ Quantification of Colloidal Kaolinite Transport and Attachment in Porous Media Using Positron Emission Tomography,Transport in Porous Media,,,,10.1007/s11242-024-02093-w,Collin SuttonChristopher Zahasky,2024,https://link.springer.com/article/10.1007/s11242-024-02093-w,Article
Two Film Approach to Continuum Scale Mixing and Dispersion with Equilibrium Bimolecular Reaction,Transport in Porous Media,,,,10.1007/s11242-024-02091-y,Simon A. MathiasDiogo BolsterSergii Veremieiev,2024,https://link.springer.com/article/10.1007/s11242-024-02091-y,Article
Flow-Driven Deformation in Granular Porous Media: Dimensionless Analysis,Transport in Porous Media,,,,10.1007/s11242-024-02089-6,Min-Kyung JeonSeunghee KimTae-Hyuk Kwon,2024,https://link.springer.com/article/10.1007/s11242-024-02089-6,Article
Correction: Impact of MHD and Mass Transpiration on Rivlin–Ericksen Liquid Flow over a Stretching Sheet in a Porous Media with Thermal Communication,Transport in Porous Media,,,,10.1007/s11242-023-02054-9,A. B. VishalakshiU. S. MahabaleshwarYahya Sheikhnejad,2024,https://link.springer.com/article/10.1007/s11242-023-02054-9,Article
Convective Plume Spreading in Model Transparent Porous Media,Transport in Porous Media,,,,10.1007/s11242-024-02090-z,H. ImuetinyanP. FrutonC. GiraudetF. Croccolo,2024,https://link.springer.com/article/10.1007/s11242-024-02090-z,Article
A review of Microstructural Characterization and Liquid Transport in Porous Materials Through Image Processing Techniques,Transport in Porous Media,,,,10.1007/s11242-024-02088-7,Dang Mao NguyenJing ZhangMourad RahimDongQuy HoangGeoffrey PromisMohammed El GanaouiAnh Dung Tran-Le,2024,https://link.springer.com/article/10.1007/s11242-024-02088-7,Article
Permeability and Porosity Analysis of a Unique Porous Media Obtained by Bead Width Variation in a MEX Filling Strategy,Transport in Porous Media,,,,10.1007/s11242-024-02087-8,Felipe Gonçalves Di NisioThiago Antonini AlvesNeri Volpato,2024,https://link.springer.com/article/10.1007/s11242-024-02087-8,Article
Asymptotic-Convolution Model for Compaction Damage Evaluation in Depletion-Dependent Oil Reservoirs During Alternating Drawdown/Buildup Cycles,Transport in Porous Media,,,,10.1007/s11242-024-02083-y,Fernando Bastos FernandesArthur M. B. BragaE. GildinAntônio Cláudio Soares,2024,https://link.springer.com/article/10.1007/s11242-024-02083-y,Article
A Method for Automatic Three-Dimensional Particle Tracing Under Laboratory Conditions Using Dynamic X-Ray Computed Microtomography,Transport in Porous Media,,,,10.1007/s11242-024-02086-9,Judith Marie Undine SiebertStefan Odenbach,2024,https://link.springer.com/article/10.1007/s11242-024-02086-9,Article
Magnetic Resonance Relaxation in Heterogeneous Materials is Analogous to First-Order Chemical Reaction,Transport in Porous Media,,,,10.1007/s11242-024-02075-y,Armin Afrough,2024,https://link.springer.com/article/10.1007/s11242-024-02075-y,Article
Numerical Simulations of Viscous Fingering in Fractured Porous Media,Transport in Porous Media,,,,10.1007/s11242-024-02081-0,Runar L. BergeInga BerreEirik KeilegavlenJan M. Nordbotten,2024,https://link.springer.com/article/10.1007/s11242-024-02081-0,Article
Investigating Microstructure–Property Relationships of Nonwovens by Model-Based Virtual Material Testing,Transport in Porous Media,,,,10.1007/s11242-024-02079-8,Matthias WeberAndreas GrießerDennis MosbachErik GlattAndreas WiegmannVolker Schmidt,2024,https://link.springer.com/article/10.1007/s11242-024-02079-8,Article
"Stochastic Quantification of Spatial Variability of Flow Fields in Heterogeneous, Non-uniform, Confined Aquifers",Transport in Porous Media,,,,10.1007/s11242-024-02084-x,Chuen-Fa NiChing-Min ChangChi-Ping LinI-Hsian Lee,2024,https://link.springer.com/article/10.1007/s11242-024-02084-x,Article
Flows of Two Slightly Miscible Fluids in Porous Media: Two-Scale Numerical Modeling,Transport in Porous Media,,,,10.1007/s11242-024-02080-1,Y. AmiratV. ShelukhinK. Trusov,2024,https://link.springer.com/article/10.1007/s11242-024-02080-1,Article
Estimating geometric tortuosity of saturated rocks from micro-CT images using percolation theory,Transport in Porous Media,,,,10.1007/s11242-024-02085-w,Filippo PaniniBehzad GhanbarianEloisa Salina BorelloDario Viberti,2024,https://link.springer.com/article/10.1007/s11242-024-02085-w,Article
Influence of Pore Network Parameters on Hygric Property Prediction for Porous Building Materials,Transport in Porous Media,,,,10.1007/s11242-024-02076-x,Chengnan ShiJeroen SoeteHans Janssen,2024,https://link.springer.com/article/10.1007/s11242-024-02076-x,Article
Magneto-Permeability Effect in Ferrofluid Flow Through Porous Media Studied via Multiparticle Collision Dynamics,Transport in Porous Media,,,,10.1007/s11242-024-02077-w,Patrick Ilg,2024,https://link.springer.com/article/10.1007/s11242-024-02077-w,Article
On the Berman Slip-Flow in a Parallel-Sided Channel with Porous Boundaries,Transport in Porous Media,,,,10.1007/s11242-024-02078-9,Eugen Magyari,2024,https://link.springer.com/article/10.1007/s11242-024-02078-9,Article
Design of Biomimetic Porous Scaffolds for Bone Tissue Engineering,Transport in Porous Media,,,,10.1007/s11242-024-02082-z,Rajdeep PaulMasud RanaAbhisek GuptaTirtharaj BanerjeeSantanu Kumar KarmakarAmit Roy Chowdhury,2024,https://link.springer.com/article/10.1007/s11242-024-02082-z,Article
Asymptotic-Poroelastic Model for Reservoir Compaction Damage Management in Fractured Oil Wells with Stress-Dependent Permeability,Transport in Porous Media,,,,10.1007/s11242-024-02068-x,Fernando Bastos FernandesE. GildinArthur M. B. BragaAntônio Cláudio Soares,2024,https://link.springer.com/article/10.1007/s11242-024-02068-x,Article
Immiscible Two-Phase Flow in Porous Media: Effective Rheology in the Continuum Limit,Transport in Porous Media,,,,10.1007/s11242-024-02073-0,Subhadeep RoySantanu SinhaAlex Hansen,2024,https://link.springer.com/article/10.1007/s11242-024-02073-0,Article
Stochastic Periodic Microstructures for Multiscale Modelling of Heterogeneous Materials,Transport in Porous Media,,,,10.1007/s11242-024-02074-z,Evan John Ricketts,2024,https://link.springer.com/article/10.1007/s11242-024-02074-z,Article
The Transition from Darcy to Nonlinear Flow in Heterogeneous Porous Media: I—Single-Phase Flow,Transport in Porous Media,,,,10.1007/s11242-024-02070-3,Sepehr ArbabiMuhammad Sahimi,2024,https://link.springer.com/article/10.1007/s11242-024-02070-3,Article
Mechanisms of Pore-Clogging Using a High-Resolution CFD-DEM Colloid Transport Model,Transport in Porous Media,,,,10.1007/s11242-024-02072-1,Shitao  LiuIgor ShikhovChristoph Arns,2024,https://link.springer.com/article/10.1007/s11242-024-02072-1,Article
